name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Iono's Bellibolt ex,Enigmaras Wampitz-ex,JTG,53,Stage 1,Lightning,280,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_053_R_EN_LG.png,"ASC-279,ASC-70,JTG-172,JTG-183,JTG-188,JTG-53,SVP-194",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Ionos-Bellibolt-ex-V1-JTG053?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Electric Streamer || As often as you like during your turn, you may attach a Basic [ L ] Energy card from your hand to 1 of your Iono's Pokémon. || LLLC Thunderous Bolt 230 || During your next turn, this Pokémon can't attack. || Weakness: Fighting Resistance: none Retreat: 2",[Ability] Elektro-Streaming || Beliebig oft während deines Zuges kannst du 1 Basis- [ L ] -Energiekarte aus deiner Hand an 1 deiner Enigmaras Pokémon anlegen. || LLLC Donnernder Einschlag 230 || Während deines nächsten Zuges kann dieses Pokémon nicht angreifen.
Iono's Wattrel,Enigmaras Voltrel,JTG,54,Basic,Lightning,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_054_R_EN_LG.png,"ASC-231,ASC-71,JTG-54",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Ionos-Wattrel-JTG054?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"L Quick Attack 10+ || Flip a coin. If heads, this attack does 20 more damage. || Weakness: Lightning Resistance: Fighting Retreat: 1",L Ruckzuckhieb 10+ || Wirf 1 Münze. Bei Kopf fügt diese Attacke 20 Schadenspunkte mehr zu.
Iono's Kilowattrel,Enigmaras Voltrean,JTG,55,Stage 1,Lightning,120,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_055_R_EN_LG.png,"ASC-72,JTG-163,JTG-55,SVP-182",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Ionos-Kilowattrel-V1-JTG055?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Flashing Draw || You must discard a Basic [ L ] Energy from this Pokémon in order to use this Ability. Once during your turn, you may draw cards until you have 6 cards in your hand. || LCC Mach Bolt 70 || Weakness: Lightning Resistance: Fighting Retreat: 1","[Ability] Blitzschnelles Ziehen || Du musst 1 Basis- [ L ] -Energie von diesem Pokémon auf deinen Ablagestapel legen, um diese Fähigkeit einzusetzen. Einmal während deines Zuges kannst du so lange Karten ziehen, bis du 6 Karten auf deiner Hand hast. || LCC Flotter Sprung 70"
Lillie's Clefairy ex,Lillys Piepi-ex,JTG,56,Basic,Psychic,190,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png,"ASC-280,ASC-76,JTG-173,JTG-184,JTG-56,SVP-195",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Lillies-Clefairy-ex-V1-JTG056?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Fairy Zone || The Weakness of each of your opponent's [ N ] Pokémon in play is now [ P ] . (Apply Weakness as ×2.) || PC Full Moon Rondo 20+ || This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's) . || Weakness: Metal Resistance: none Retreat: 1,[Ability] Feenzone || Die Schwäche jedes [ N ] -Pokémon deines Gegners im Spiel ist jetzt [ P ] . (Verrechne Schwäche als ×2.) || PC Vollmondrondo 20+ || Diese Attacke fügt für jedes Pokémon auf der Bank (deiner und der deines Gegners) 20 Schadenspunkte mehr zu.
Alolan Marowak,Alola-Knogga,JTG,57,Stage 1,Psychic,120,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_057_R_EN_LG.png,JTG-57,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Alolan-Marowak-JTG057?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"P Retaliate 30+ || If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage. || PCC Will-O-Wisp 90 || Weakness: Darkness Resistance: Fighting Retreat: 2","P Heimzahlung 30+ || Wenn mindestens 1 deiner Pokémon während des letzten Zuges deines Gegners durch Schaden einer Attacke kampfunfähig wurde, fügt diese Attacke 90 Schadenspunkte mehr zu. || PCC Irrlicht 90"
Mr. Mime,Pantimos,JTG,58,Basic,Psychic,90,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_058_R_EN_LG.png,JTG-58,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Mr-Mime-JTG058?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"P Mimic || Shuffle your hand into your deck. Then, draw a card for each card in your opponent's hand. || PC Psy Bolt 40 || Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. || Weakness: Darkness Resistance: Fighting Retreat: 1",P Mimikry || Mische deine Handkarten in dein Deck. Ziehe anschließend 1 Karte für jede Karte auf der Hand deines Gegners. || PC Mentale Blockade 40 || Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.
Shuppet,Shuppet,JTG,59,Basic,Psychic,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_059_R_EN_LG.png,"ASC-90,JTG-59",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Shuppet-JTG059?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Spooky Shot 20 || Weakness: Darkness Resistance: Fighting Retreat: 1,P Spukschuss 20
Banette,Banette,JTG,60,Stage 1,Psychic,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_060_R_EN_LG.png,"ASC-234,ASC-91,JTG-60",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Banette-JTG060?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Cursed Words || Your opponent chooses 3 cards from their hand and shuffles those cards into their deck. || PC Spooky Shot 70 || Weakness: Darkness Resistance: Fighting Retreat: 1,P Verfluchte Worte || Dein Gegner wählt 3 Karten aus seiner Hand und mischt jene Karten in sein Deck. || PC Spukschuss 70
Beldum,Tanhel,JTG,61,Basic,Psychic,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_061_R_EN_LG.png,JTG-61,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Beldum-JTG061?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Spinning Attack 10 || PP Beam 30 || Weakness: Darkness Resistance: Fighting Retreat: 1,P Rundumangriff 10 || PP Strahl 30
Metang,Metang,JTG,62,Stage 1,Psychic,100,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_062_R_EN_LG.png,JTG-62,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Metang-JTG062?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Psypunch 30 || PP Zen Headbutt 50 || Weakness: Darkness Resistance: Fighting Retreat: 2,P Psyhieb 30 || PP Zen-Kopfstoß 50
Metagross,Metagross,JTG,63,Stage 2,Psychic,170,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_063_R_EN_LG.png,JTG-63,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Metagross-JTG063?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"P Wrack Down 60 || PP Conjoined Beams 130+ || If Beldum and Metang are on your Bench, this attack does 150 more damage. || Weakness: Darkness Resistance: Fighting Retreat: 3","P Niederschleudern 60 || PP Verbundene Strahlen 130+ || Wenn sich Tanhel und Metang auf deiner Bank befinden, fügt diese Attacke 150 Schadenspunkte mehr zu."
N's Sigilyph,Ns Symvolara,JTG,64,Basic,Psychic,110,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_064_R_EN_LG.png,JTG-64,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Ns-Sigilyph-JTG064?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"P Psychic Sphere 20 || PCC Victory Symbol || If you use this attack when you have exactly 1 Prize card remaining, you win this game. || Weakness: Lightning Resistance: Fighting Retreat: 1","P Psychosphäre 20 || PCC Siegessymbol || Wenn du diese Attacke einsetzt und genau 1 verbleibende Preiskarte hast, gewinnst du dieses Spiel."
Oricorio,Choreogel,JTG,65,Basic,Psychic,80,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_065_R_EN_LG.png,JTG-65,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Oricorio-JTG065?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Call for Family || Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck. || P Spooky Shot 20 || Weakness: Darkness Resistance: Fighting Retreat: 1",C Familienruf || Durchsuche dein Deck nach bis zu 2 Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck. || P Spukschuss 20
Lillie's Cutiefly,Lillys Wommel,JTG,66,Basic,Psychic,30,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_066_R_EN_LG.png,JTG-66,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Lillies-Cutiefly-JTG066?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Hold Still || Heal 10 damage from this Pokémon. || Weakness: Metal Resistance: none Retreat: 0,P Stillhalten || Heile 10 Schadenspunkte bei diesem Pokémon.
Lillie's Ribombee,Lillys Bandelby,JTG,67,Stage 1,Psychic,70,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_067_R_EN_LG.png,"JTG-164,JTG-67,SVP-183",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Lillies-Ribombee-V1-JTG067?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Inviting Wink || When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may have your opponent reveal their hand and you put any number of Basic Pokémon you find there onto their Bench. || P Magical Shot 50 || Weakness: Metal Resistance: none Retreat: 0","[Ability] Einladendes Zwinkern || Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du deinen Gegner dazu veranlassen, dir seine Handkarten zu zeigen, und du legst beliebig viele Basis-Pokémon, die du dort findest, auf seine Bank. || P Magischer Schuss 50"
Lillie's Comfey,Lillys Curelei,JTG,68,Basic,Psychic,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_068_R_EN_LG.png,JTG-68,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Lillies-Comfey-JTG068?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Inviting Flowers || You may search your deck for any number of Basic Lillie's Pokémon and put them onto your Bench. Then, shuffle your deck. || P Fade Out 30 || Put this Pokémon and all attached cards into your hand. || Weakness: Metal Resistance: none Retreat: 1",C Einladende Blumen || Du kannst dein Deck nach beliebig vielen Basis-Lillys-Pokémon durchsuchen und sie auf deine Bank legen. Mische anschließend dein Deck. || P Ausblenden 30 || Nimm dieses Pokémon und alle angelegten Karten auf deine Hand.
Mimikyu ex,Mimigma-ex,JTG,69,Basic,Psychic,190,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_069_R_EN_LG.png,JTG-69,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Mimikyu-ex-JTG069?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PC Mischievous Hands || Choose 2 of your opponent's Pokémon and put 3 damage counters on each of them. || PPC Ghostly Trip 120 || Your opponent's Active Pokémon is now Confused. || Weakness: Darkness Resistance: Fighting Retreat: 1,PC Dreiste Hände || Wähle 2 Pokémon deines Gegners und lege 3 Schadensmarken auf jedes von ihnen. || PPC Gruseltour 120 || Das Aktive Pokémon deines Gegners ist jetzt verwirrt.
Dhelmise,Moruda,JTG,70,Basic,Psychic,130,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_070_R_EN_LG.png,JTG-70,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Dhelmise-JTG070?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"PCC Bind Down 60 || During your opponent's next turn, the Defending Pokémon can't retreat. || PPCC Anchor Smash 130 || Weakness: Darkness Resistance: Fighting Retreat: 3",PCC Anbinden 60 || Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokémon nicht zurückziehen. || PPCC Schmetteranker 130
Impidimp,Bähmon,JTG,71,Basic,Psychic,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_071_R_EN_LG.png,JTG-71,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Impidimp-JTG071?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Gentle Slap 20 || Weakness: Metal Resistance: none Retreat: 1,P Sanfter Hieb 20
Morgrem,Pelzebub,JTG,72,Stage 1,Psychic,90,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_072_R_EN_LG.png,JTG-72,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Morgrem-JTG072?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Light Punch 30 || PC Smash Kick 50 || Weakness: Metal Resistance: none Retreat: 1,P Leichter Hieb 30 || PC Schmetterkick 50
Grimmsnarl,Olangaar,JTG,73,Stage 2,Psychic,170,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_073_R_EN_LG.png,JTG-73,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Grimmsnarl-JTG073?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Shadowy Knot 50× || This attack does 50 damage for each [ C ] in your opponent's Active Pokémon's Retreat Cost. || PC Mega Punch 120 || Weakness: Metal Resistance: none Retreat: 2,P Schattenknoten 50× || Diese Attacke fügt für jedes [ C ] in den Rückzugskosten des Aktiven Pokémon deines Gegners 50 Schadenspunkte zu. || PC Megahieb 120
Milcery,Hokumil,JTG,74,Basic,Psychic,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_074_R_EN_LG.png,JTG-74,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Milcery-JTG074?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Tackle 20 || Weakness: Metal Resistance: none Retreat: 1,C Tackle 20
Alcremie ex,Pokusan-ex,JTG,75,Stage 1,Psychic,250,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_075_R_EN_LG.png,JTG-75,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Alcremie-ex-JTG075?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Confectionary Gift || Once during your turn, you may heal 30 damage from 1 of your Pokémon. || PCC Whipped Shot 160 || Weakness: Metal Resistance: none Retreat: 2",[Ability] Konfektgeschenk || Einmal während deines Zuges kannst du 30 Schadenspunkte bei 1 deiner Pokémon heilen. || PCC Sahneschlag 160
Cubone,Tragosso,JTG,76,Basic,Fighting,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_076_R_EN_LG.png,JTG-76,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Cubone-JTG076?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Stampede 10 || CC Light Punch 20 || Weakness: Grass Resistance: none Retreat: 1,C Zertrampeln 10 || CC Leichter Hieb 20
Swinub,Quiekel,JTG,77,Basic,Fighting,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_077_R_EN_LG.png,"JTG-165,JTG-77",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Swinub-V1-JTG077?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Call for Family || Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck. || F Lunge Out 10 || Weakness: Grass Resistance: none Retreat: 2",C Familienruf || Durchsuche dein Deck nach bis zu 2 Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck. || F Sprungangriff 10
Piloswine,Keifel,JTG,78,Stage 1,Fighting,100,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_078_R_EN_LG.png,JTG-78,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Piloswine-JTG078?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Strength 20 || FF Impaling Tusk 50 || Weakness: Grass Resistance: none Retreat: 3,C Stärke 20 || FF Durchbohrender Stoßzahn 50
Mamoswine ex,Mamutel-ex,JTG,79,Stage 2,Fighting,340,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_079_R_EN_LG.png,"JTG-174,JTG-79",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Mamoswine-ex-V1-JTG079?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Mammoth Hauler || Once during your turn, you may search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck. || FF Rumbling March 180+ || This attack does 40 more damage for each Stage 2 Pokémon on your Bench. || Weakness: Grass Resistance: none Retreat: 4","[Ability] Mammut-Transport || Einmal während deines Zuges kannst du dein Deck nach 1 Pokémon durchsuchen, es deinem Gegner zeigen und auf deine Hand nehmen. Mische anschließend dein Deck. || FF Bebender Marsch 180+ || Diese Attacke fügt für jedes Phase-2-Pokémon auf deiner Bank 40 Schadenspunkte mehr zu."
Larvitar,Larvitar,JTG,80,Basic,Fighting,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_080_R_EN_LG.png,JTG-80,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Larvitar-JTG080?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Crunch 20 || Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon. || Weakness: Grass Resistance: none Retreat: 1",CC Knirscher 20 || Wirf 1 Münze. Lege bei Kopf 1 Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel.
Pupitar,Pupitar,JTG,81,Stage 1,Fighting,90,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_081_R_EN_LG.png,JTG-81,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Pupitar-JTG081?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Take Down 60 || This Pokémon also does 20 damage to itself. || Weakness: Grass Resistance: none Retreat: 1,CC Bodycheck 60 || Dieses Pokémon fügt auch sich selbst 20 Schadenspunkte zu.
Regirock,Regirock,JTG,82,Basic,Fighting,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_082_R_EN_LG.png,JTG-82,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Regirock-JTG082?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Rock Armor || If this Pokémon has any Energy attached, it takes 30 less damage from attacks (after applying Weakness and Resistance) . || FFF Breaching Lariat 120 || This attack's damage isn't affected by Resistance. || Weakness: Grass Resistance: none Retreat: 3","[Ability] Steinrüstung || Wenn an dieses Pokémon mindestens 1 Energie angelegt ist, werden ihm durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) . || FFF Durchbrechendes Lasso 120 || Der Schaden dieser Attacke wird durch Resistenz nicht verändert."
Pancham,Pam-Pam,JTG,83,Basic,Fighting,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_083_R_EN_LG.png,JTG-83,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Pancham-JTG083?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Corkscrew Punch 10 || CCC Focus Fist 50 || Flip a coin. If tails, this attack does nothing. || Weakness: Psychic Resistance: none Retreat: 1",C Korkenzieherhieb 10 || CCC Fokussierfaust 50 || Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.
Rockruff,Wuffels,JTG,84,Basic,Fighting,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_084_R_EN_LG.png,JTG-84,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Rockruff-JTG084?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Dig It Up || Look at the top card of your deck. You may discard that card. || CC Stampede 20 || Weakness: Grass Resistance: none Retreat: 1,C Buddeln || Schau dir die oberste Karte deines Decks an. Du kannst jene Karte auf deinen Ablagestapel legen. || CC Zertrampeln 20
