set;number;name;type;rarity
FST;5;Breloom;GStage 1;Uncommon
FST;6;Breloom V;GBasic;Double Rare
FST;7;Pansage;GBasic;Common
FST;8;Simisage;GStage 1;Uncommon
FST;9;Sewaddle;GBasic;Common
FST;10;Swadloon;GStage 1;Uncommon
FST;11;Leavanny;GStage 2;Rare
FST;12;Maractus;GBasic;Rare
FST;13;Shelmet;GBasic;Common
FST;14;Accelgor;GStage 1;Rare
FST;15;Virizion;GBasic;Rare
FST;16;Phantump;GBasic;Common
FST;17;Trevenant;GStage 1;Uncommon
FST;18;Grubbin;GBasic;Common
FST;19;Dewpider;GBasic;Common
FST;20;Araquanid;GStage 1;Rare
FST;21;Tsareena V;GBasic;Double Rare
FST;22;Rillaboom V;GBasic;Double Rare
FST;23;Rillaboom VMAX;GVMAX;Triple Rare
FST;24;Gossifleur;GBasic;Common
FST;25;Eldegoss;GStage 1;Uncommon
FST;26;Appletun V;GBasic;Double Rare
FST;27;Zarude;GBasic;Uncommon
FST;28;Vulpix;RBasic;Common
FST;29;Vulpix;RBasic;Common
FST;30;Ninetales;RStage 1;Uncommon
FST;31;Ninetales;RStage 1;Uncommon
FST;32;Growlithe;RBasic;Common
FST;33;Arcanine;RStage 1;Rare
FST;34;Slugma;RBasic;Common
FST;35;Magcargo;RStage 1;Uncommon
FST;36;Victini;RBasic;Uncommon
FST;37;Pansear;RBasic;Common
FST;38;Simisear;RStage 1;Uncommon
FST;39;Chandelure V;RBasic;Double Rare
FST;40;Chandelure VMAX;RVMAX;Triple Rare
FST;41;Heatmor;RBasic;Uncommon
FST;42;Oricorio;RBasic;Rare
FST;43;Cinderace V;RBasic;Double Rare
FST;44;Cinderace V;RBasic;Double Rare
FST;45;Cinderace VMAX;RVMAX;Triple Rare
FST;46;Sizzlipede;RBasic;Common
FST;47;Sizzlipede;RBasic;Common
FST;48;Centiskorch;RStage 1;Rare
FST;49;Centiskorch;RStage 1;Uncommon
FST;50;Shellder;WBasic;Common
FST;51;Cloyster;WStage 1;Rare
FST;52;Staryu;WBasic;Common
FST;53;Starmie;WStage 1;Holo Rare
FST;54;Lapras;WBasic;Uncommon
FST;55;Totodile;WBasic;Common
FST;56;Croconaw;WStage 1;Uncommon
FST;57;Feraligatr;WStage 2;Holo Rare
FST;58;Marill;WBasic;Common
FST;59;Azumarill;WStage 1;Rare
FST;60;Qwilfish;WBasic;Common
FST;61;Mantine;WBasic;Common
FST;62;Mudkip;WBasic;Common
FST;63;Marshtomp;WStage 1;Uncommon
FST;64;Swampert;WStage 2;Holo Rare
FST;65;Clamperl;WBasic;Common
FST;66;Huntail;WStage 1;Rare
FST;67;Gorebyss;WStage 1;Rare
FST;68;Panpour;WBasic;Common
FST;69;Simipour;WStage 1;Uncommon
FST;70;Basculin;WBasic;Common
FST;71;Galarian Darumaka;WBasic;Common
FST;72;Galarian Darmanitan;WStage 1;Uncommon
FST;73;Greninja V;WBasic;Double Rare
FST;74;Clauncher;WBasic;Common
FST;75;Clawitzer;WStage 1;Uncommon
FST;76;Crabominable V;WBasic;Double Rare
FST;77;Pyukumuku;WBasic;Uncommon
FST;78;Inteleon V;WBasic;Double Rare
FST;79;Inteleon VMAX;WVMAX;Triple Rare
FST;80;Chewtle;WBasic;Common
FST;81;Drednaw;WStage 1;Uncommon
FST;82;Arrokuda;WBasic;Common
FST;83;Barraskewda;WStage 1;Uncommon
FST;84;Snom;WBasic;Common
FST;85;Frosmoth;WStage 1;Uncommon
FST;86;Pikachu V;LBasic;Double Rare
FST;87;Voltorb;LBasic;Common
FST;88;Electrode;LStage 1;Rare
FST;89;Plusle;LBasic;Common
FST;90;Minun;LBasic;Common
FST;91;Shinx;LBasic;Common
FST;92;Luxio;LStage 1;Uncommon
FST;93;Luxray;LStage 2;Rare
FST;94;Rotom;LBasic;Common
FST;95;Tynamo;LBasic;Common
FST;96;Eelektrik;LStage 1;Uncommon
FST;97;Eelektross;LStage 2;Rare
FST;98;Helioptile;LBasic;Common
FST;99;Heliolisk;LStage 1;Uncommon
FST;100;Charjabug;LStage 1;Uncommon
FST;101;Vikavolt;LStage 2;Rare
FST;102;Zeraora;LBasic;Rare
FST;103;Boltund V;LBasic;Double Rare
FST;104;Boltund VMAX;LVMAX;Triple Rare
FST;105;Toxel;LBasic;Common
FST;106;Toxel;LBasic;Common
FST;107;Toxtricity;LStage 1;Holo Rare
FST;108;Toxtricity;LStage 1;Holo Rare
FST;109;Morpeko;LBasic;Common
FST;110;Jigglypuff;PBasic;Common
FST;111;Wigglytuff;PStage 1;Uncommon
FST;112;Jynx;PBasic;Common
FST;113;Mew V;PBasic;Double Rare
FST;114;Mew VMAX;PVMAX;Triple Rare
FST;115;Snubbull;PBasic;Common
FST;116;Granbull;PStage 1;Rare
FST;117;Galarian Corsola;PBasic;Common
FST;118;Galarian Cursola;PStage 1;Rare
FST;119;Mawile;PBasic;Common
FST;120;Deoxys;PBasic;Holo Rare
FST;121;Munna;PBasic;Common
FST;122;Musharna;PStage 1;Uncommon
FST;123;Sigilyph;PBasic;Common
FST;124;Meloetta;PBasic;Rare
FST;125;Sandygast;PBasic;Common
FST;126;Palossand;PStage 1;Rare
FST;127;Indeedee;PBasic;Common
FST;128;Dreepy;PBasic;Common
FST;129;Drakloak;PStage 1;Uncommon
FST;130;Dragapult;PStage 2;Holo Rare
FST;131;Sandshrew;FBasic;Common
FST;132;Sandslash;FStage 1;Uncommon
FST;133;Mankey;FBasic;Common
FST;134;Primeape;FStage 1;Uncommon
FST;135;Geodude;FBasic;Common
FST;136;Graveler;FStage 1;Uncommon
FST;137;Golem;FStage 2;Rare
FST;138;Onix;FBasic;Common
FST;139;Steelix;FStage 1;Holo Rare
FST;140;Gligar;FBasic;Common
FST;141;Gliscor;FStage 1;Uncommon
FST;142;Makuhita;FBasic;Common
FST;143;Hariyama;FStage 1;Uncommon
FST;144;Baltoy;FBasic;Common
FST;145;Claydol;FStage 1;Rare
FST;146;Lucario V;FBasic;Double Rare
FST;147;Drilbur;FBasic;Common
FST;148;Landorus;FBasic;Holo Rare
FST;149;Pancham;FBasic;Common
FST;150;Stufful;FBasic;Common
FST;151;Bewear;FStage 1;Uncommon
FST;152;Clobbopus;FBasic;Common
FST;153;Grapploct;FStage 1;Uncommon
FST;154;Falinks;FBasic;Uncommon
FST;155;Falinks;FBasic;Common
FST;156;Gengar V;DBasic;Double Rare
FST;157;Gengar VMAX;DVMAX;Triple Rare
FST;158;Tyranitar V;DBasic;Double Rare
FST;159;Galarian Zigzagoon;DBasic;Common
FST;160;Galarian Linoone;DStage 1;Uncommon
FST;161;Galarian Obstagoon;DStage 2;Holo Rare
FST;162;Carvanha;DBasic;Common
FST;163;Sharpedo;DStage 1;Uncommon
FST;164;Absol;DBasic;Rare
FST;165;Croagunk;DBasic;Common
FST;166;Toxicroak;DStage 1;Rare
FST;167;Darkrai;DBasic;Uncommon
FST;168;Trubbish;DBasic;Common
FST;169;Garbodor;DStage 1;Uncommon
FST;170;Zorua;DBasic;Common
FST;171;Zoroark;DStage 1;Uncommon
FST;172;Vullaby;DBasic;Common
FST;173;Mandibuzz;DStage 1;Uncommon
FST;174;Pangoro;DStage 1;Uncommon
FST;175;Yveltal;DBasic;Rare
FST;176;Impidimp;DBasic;Common
FST;177;Morgrem;DStage 1;Uncommon
FST;178;Grimmsnarl;DStage 2;Holo Rare
FST;179;Morpeko;DBasic;Common
FST;180;Galarian Meowth;MBasic;Common
FST;181;Galarian Perrserker;MStage 1;Uncommon
FST;182;Skarmory;MBasic;Common
FST;183;Excadrill;MStage 1;Uncommon
FST;184;Durant;MBasic;Common
FST;185;Genesect V;MBasic;Double Rare
FST;186;Klefki;MBasic;Common
FST;187;Togedemaru;MBasic;Uncommon
FST;188;Meltan;MBasic;Common
FST;189;Melmetal;MStage 1;Holo Rare
FST;190;Corviknight;MStage 2;Rare
FST;191;Cufant;MBasic;Common
FST;192;Copperajah;MStage 1;Uncommon
FST;193;Latias;NBasic;Rare
FST;194;Latios;NBasic;Rare
FST;195;Goomy;NBasic;Common
FST;196;Sliggoo;NStage 1;Uncommon
FST;197;Goodra;NStage 2;Rare
FST;198;Turtonator;NBasic;Uncommon
FST;199;Meowth;CBasic;Common
FST;200;Persian;CStage 1;Uncommon
FST;201;Dodrio V;CBasic;Double Rare
FST;202;Chansey;CBasic;Common
FST;203;Blissey;CStage 1;Rare
FST;204;Kangaskhan;CBasic;Rare
FST;205;Eevee;CBasic;Common
FST;206;Snorlax;CBasic;Common
FST;207;Dunsparce;CBasic;Uncommon
FST;208;Stantler;CBasic;Uncommon
FST;209;Smeargle;CBasic;Common
FST;210;Skitty;CBasic;Common
FST;211;Delcatty;CStage 1;Uncommon
FST;212;Buneary;CBasic;Common
FST;213;Lopunny;CStage 1;Uncommon
FST;214;Bunnelby;CBasic;Common
FST;215;Diggersby;CStage 1;Uncommon
FST;216;Hawlucha;CBasic;Uncommon
FST;217;Greedent V;CBasic;Double Rare
FST;218;Greedent VMAX;CVMAX;Triple Rare
FST;219;Rookidee;CBasic;Common
FST;220;Corvisquire;CStage 1;Uncommon
FST;221;Wooloo;CBasic;Common
FST;222;Wooloo;CBasic;Common
FST;223;Dubwool;CStage 1;Uncommon
FST;224;Adventurer's Discovery;Supporter;Uncommon
FST;225;Battle VIP Pass;Item;Uncommon
FST;226;Bug Catcher;Supporter;Uncommon
FST;227;Chili & Cilan & Cress;Supporter;Uncommon
FST;228;Cook;Supporter;Uncommon
FST;229;Cram-o-matic;Item;Uncommon
FST;230;Cross Switcher;Item;Uncommon
FST;231;Crossceiver;Item;Uncommon
FST;232;Dancer;Supporter;Uncommon
FST;233;Elesa's Sparkle;Supporter;Uncommon
FST;234;Farewell Bell;Tool;Uncommon
FST;235;Judge;Supporter;Uncommon
FST;236;Power Tablet;Item;Uncommon
FST;237;Quick Ball;Item;Uncommon
FST;238;Schoolboy;Supporter;Uncommon
FST;239;Schoolgirl;Supporter;Uncommon
FST;240;Shauna;Supporter;Uncommon
FST;241;Sidney;Supporter;Uncommon
FST;242;Skaters' Park;Stadium;Uncommon
FST;243;Spongy Gloves;Tool;Uncommon
FST;244;Fusion Strike Energy;Special Energy;Uncommon
FST;245;Celebi V;GBasic;Ultra Rare
FST;246;Tsareena V;GBasic;Ultra Rare
FST;247;Chandelure V;RBasic;Ultra Rare
FST;248;Crabominable V;WBasic;Ultra Rare
FST;249;Boltund V;LBasic;Ultra Rare
FST;250;Mew V;PBasic;Ultra Rare
FST;251;Mew V;PBasic;Ultra Rare
FST;252;Sandaconda V;FBasic;Ultra Rare
FST;253;Hoopa V;DBasic;Ultra Rare
FST;254;Genesect V;MBasic;Ultra Rare
FST;255;Genesect V;MBasic;Ultra Rare
FST;256;Greedent V;CBasic;Ultra Rare
FST;257;Greedent V;CBasic;Ultra Rare
FST;258;Chili & Cilan & Cress;Supporter;Ultra Rare
FST;259;Dancer;Supporter;Ultra Rare
FST;260;Elesa's Sparkle;Supporter;Ultra Rare
FST;261;Schoolboy;Supporter;Ultra Rare
FST;262;Schoolgirl;Supporter;Ultra Rare
FST;263;Shauna;Supporter;Ultra Rare
FST;264;Sidney;Supporter;Ultra Rare
FST;265;Chandelure VMAX;RVMAX;Rainbow Rare
FST;266;Inteleon VMAX;WVMAX;Secret Rare
FST;267;Boltund VMAX;LVMAX;Rainbow Rare
FST;268;Mew VMAX;PVMAX;Rainbow Rare
FST;269;Mew VMAX;PVMAX;Secret Rare
FST;270;Espeon VMAX;PVMAX;Secret Rare
FST;271;Gengar VMAX;DVMAX;Secret Rare
FST;272;Greedent VMAX;CVMAX;Rainbow Rare
FST;273;Chili & Cilan & Cress;Supporter;Rainbow Rare
FST;274;Dancer;Supporter;Rainbow Rare
FST;275;Elesa's Sparkle;Supporter;Rainbow Rare
FST;276;Schoolboy;Supporter;Rainbow Rare
FST;277;Schoolgirl;Supporter;Rainbow Rare
FST;278;Shauna;Supporter;Rainbow Rare
FST;279;Sidney;Supporter;Rainbow Rare
FST;280;Flaaffy;LStage 1;Secret Rare
FST;281;Power Tablet;Item;Secret Rare
FST;282;Training Court;Stadium;Secret Rare
FST;283;Grass Energy;Basic Energy;Secret Rare
FST;284;Fire Energy;Basic Energy;Secret Rare
BRS;1;Exeggcute;GBasic;Common
BRS;2;Exeggutor;GStage 1;Uncommon
BRS;3;Shroomish;GBasic;Common
BRS;4;Breloom;GStage 1;Rare
BRS;5;Tropius;GBasic;Uncommon
BRS;6;Turtwig;GBasic;Common
BRS;7;Grotle;GStage 1;Uncommon
BRS;8;Torterra;GStage 2;Holo Rare
BRS;9;Burmy;GBasic;Common
BRS;10;Wormadam;GStage 1;Rare
BRS;11;Mothim;GStage 1;Rare
BRS;12;Cherubi;GBasic;Common
BRS;13;Shaymin V;GBasic;Double Rare
BRS;14;Shaymin VSTAR;GVSTAR;Triple Rare
BRS;15;Karrablast;GBasic;Common
BRS;16;Zarude V;GBasic;Double Rare
BRS;17;Charizard V;RBasic;Double Rare
BRS;18;Charizard VSTAR;RVSTAR;Triple Rare
BRS;19;Magmar;RBasic;Common
BRS;20;Magmortar;RStage 1;Rare
BRS;21;Moltres;RBasic;Holo Rare
BRS;22;Entei V;RBasic;Double Rare
BRS;23;Torkoal;RBasic;Uncommon
BRS;24;Chimchar;RBasic;Common
BRS;25;Monferno;RStage 1;Uncommon
BRS;26;Infernape;RStage 2;Holo Rare
BRS;27;Simisear V;RBasic;Double Rare
BRS;28;Kingler V;WBasic;Double Rare
BRS;29;Kingler VMAX;WVMAX;Triple Rare
BRS;30;Staryu;WBasic;Common
BRS;31;Lapras;WBasic;Rare
BRS;32;Corphish;WBasic;Common
BRS;33;Crawdaunt;WStage 1;Uncommon
BRS;34;Snorunt;WBasic;Common
BRS;35;Piplup;WBasic;Common
BRS;36;Prinplup;WStage 1;Uncommon
BRS;37;Empoleon;WStage 2;Holo Rare
BRS;38;Buizel;WBasic;Common
BRS;39;Floatzel;WStage 1;Uncommon
BRS;40;Lumineon V;WBasic;Double Rare
BRS;41;Manaphy;WBasic;Rare
BRS;42;Cubchoo;WBasic;Common
BRS;43;Beartic;WStage 1;Uncommon
BRS;44;Eiscue;WBasic;Rare
BRS;45;Raichu V;LBasic;Double Rare
BRS;46;Electabuzz;LBasic;Common
BRS;47;Electivire;LStage 1;Rare
BRS;48;Raikou V;LBasic;Double Rare
BRS;49;Shinx;LBasic;Common
BRS;50;Luxio;LStage 1;Uncommon
BRS;51;Luxray;LStage 2;Rare
BRS;52;Pachirisu;LBasic;Uncommon
BRS;53;Clefairy;PBasic;Common
BRS;54;Clefable;PStage 1;Rare
BRS;55;Starmie;PStage 1;Uncommon
BRS;56;Mewtwo;PBasic;Rare
BRS;57;Granbull V;PBasic;Double Rare
BRS;58;Baltoy;PBasic;Common
BRS;59;Claydol;PStage 1;Uncommon
BRS;60;Duskull;PBasic;Common
BRS;61;Dusclops;PStage 1;Uncommon
BRS;62;Dusknoir;PStage 2;Holo Rare
BRS;63;Chimecho;PBasic;Common
BRS;64;Whimsicott V;PBasic;Double Rare
BRS;65;Whimsicott VSTAR;PVSTAR;Triple Rare
BRS;66;Sigilyph;PBasic;Uncommon
BRS;67;Dedenne;PBasic;Common
BRS;68;Mimikyu V;PBasic;Double Rare
BRS;69;Mimikyu VMAX;PVMAX;Triple Rare
BRS;70;Milcery;PBasic;Common
BRS;71;Alcremie;PStage 1;Rare
BRS;72;Hitmontop;FBasic;Uncommon
BRS;73;Nosepass;FBasic;Common
BRS;74;Trapinch;FBasic;Common
BRS;75;Vibrava;FStage 1;Uncommon
BRS;76;Flygon;FStage 2;Rare
BRS;77;Wormadam;FStage 1;Rare
BRS;78;Riolu;FBasic;Common
BRS;79;Lucario;FStage 1;Holo Rare
BRS;80;Throh;FBasic;Common
BRS;81;Sawk;FBasic;Common
BRS;82;Golett;FBasic;Common
BRS;83;Golurk;FStage 1;Rare
BRS;84;Grimer;DBasic;Common
BRS;85;Muk;DStage 1;Rare
BRS;86;Sneasel;DBasic;Common
BRS;87;Weavile;DStage 1;Uncommon
BRS;88;Honchkrow V;DBasic;Double Rare
BRS;89;Spiritomb;DBasic;Common
BRS;90;Purrloin;DBasic;Common
BRS;91;Liepard;DStage 1;Rare
BRS;92;Impidimp;DBasic;Common
BRS;93;Morgrem;DStage 1;Uncommon
BRS;94;Grimmsnarl;DStage 2;Rare
BRS;95;Morpeko V;DBasic;Double Rare
BRS;96;Aggron V;MBasic;Double Rare
BRS;97;Aggron VMAX;MVMAX;Triple Rare
BRS;98;Wormadam;MStage 1;Rare
BRS;99;Probopass;MStage 1;Uncommon
BRS;100;Heatran;MBasic;Rare
BRS;101;Escavalier;MStage 1;Rare
BRS;102;Klink;MBasic;Common
BRS;103;Klang;MStage 1;Uncommon
BRS;104;Klinklang;MStage 2;Rare
BRS;105;Zamazenta V;MBasic;Double Rare
BRS;106;Flygon V;NBasic;Double Rare
BRS;107;Gible;NBasic;Common
BRS;108;Gabite;NStage 1;Uncommon
BRS;109;Garchomp;NStage 2;Holo Rare
BRS;110;Axew;NBasic;Common
BRS;111;Fraxure;NStage 1;Uncommon
BRS;112;Haxorus;NStage 2;Rare
BRS;113;Druddigon;NBasic;Rare
BRS;114;Dracovish V;NBasic;Double Rare
BRS;115;Farfetch'd;CBasic;Common
BRS;116;Castform;CBasic;Common
BRS;117;Starly;CBasic;Common
BRS;118;Staravia;CStage 1;Uncommon
BRS;119;Staraptor;CStage 2;Rare
BRS;120;Bidoof;CBasic;Common
BRS;121;Bibarel;CStage 1;Holo Rare
BRS;122;Arceus V;CBasic;Double Rare
BRS;123;Arceus VSTAR;CVSTAR;Triple Rare
BRS;124;Minccino;CBasic;Common
BRS;125;Cinccino;CStage 1;Uncommon
BRS;126;Tornadus;CBasic;Rare
BRS;127;Hawlucha;CBasic;Common
BRS;128;Drampa V;CBasic;Double Rare
BRS;129;Acerola's Premonition;Supporter;Uncommon
BRS;130;Barry;Supporter;Uncommon
BRS;131;Blunder Policy;Tool;Uncommon
BRS;132;Boss's Orders;Supporter;Holo Rare
BRS;133;Café Master;Supporter;Uncommon
BRS;134;Cheren's Care;Supporter;Uncommon
BRS;135;Choice Belt;Tool;Uncommon
BRS;136;Cleansing Gloves;Tool;Uncommon
BRS;137;Collapsed Stadium;Stadium;Uncommon
BRS;138;Cynthia's Ambition;Supporter;Uncommon
BRS;139;Fresh Water Set;Item;Uncommon
BRS;140;Friends in Galar;Supporter;Uncommon
BRS;141;Gloria;Supporter;Uncommon
BRS;142;Hunting Gloves;Tool;Uncommon
BRS;143;Kindler;Supporter;Uncommon
BRS;144;Magma Basin;Stadium;Uncommon
BRS;145;Marnie's Pride;Supporter;Uncommon
BRS;146;Pot Helmet;Tool;Uncommon
BRS;147;Professor's Research;Supporter;Holo Rare
BRS;148;Roseanne's Backup;Supporter;Uncommon
BRS;149;Team Yell's Cheer;Supporter;Uncommon
BRS;150;Ultra Ball;Item;Uncommon
BRS;151;Double Turbo Energy;Special Energy;Uncommon
BRS;152;Shaymin V;GBasic;Ultra Rare
BRS;153;Charizard V;RBasic;Ultra Rare
BRS;154;Charizard V;RBasic;Ultra Rare
BRS;155;Lumineon V;WBasic;Ultra Rare
BRS;156;Lumineon V;WBasic;Ultra Rare
BRS;157;Pikachu V;LBasic;Ultra Rare
BRS;158;Raichu V;LBasic;Ultra Rare
BRS;159;Granbull V;PBasic;Ultra Rare
BRS;160;Whimsicott V;PBasic;Ultra Rare
BRS;161;Honchkrow V;DBasic;Ultra Rare
BRS;162;Honchkrow V;DBasic;Ultra Rare
BRS;163;Zamazenta V;MBasic;Ultra Rare
BRS;164;Flygon V;NBasic;Ultra Rare
BRS;165;Arceus V;CBasic;Ultra Rare
BRS;166;Arceus V;CBasic;Ultra Rare
BRS;167;Barry;Supporter;Ultra Rare
BRS;168;Cheren's Care;Supporter;Ultra Rare
BRS;169;Cynthia's Ambition;Supporter;Ultra Rare
BRS;170;Kindler;Supporter;Ultra Rare
BRS;171;Marnie's Pride;Supporter;Ultra Rare
BRS;172;Roseanne's Backup;Supporter;Ultra Rare
BRS;173;Shaymin VSTAR;GVSTAR;Rainbow Rare
BRS;174;Charizard VSTAR;RVSTAR;Rainbow Rare
BRS;175;Whimsicott VSTAR;PVSTAR;Rainbow Rare
BRS;176;Arceus VSTAR;CVSTAR;Rainbow Rare
BRS;177;Cheren's Care;Supporter;Rainbow Rare
BRS;178;Cynthia's Ambition;Supporter;Rainbow Rare
BRS;179;Kindler;Supporter;Rainbow Rare
BRS;180;Roseanne's Backup;Supporter;Rainbow Rare
BRS;181;Galarian Articuno V;PBasic;Secret Rare
BRS;182;Galarian Zapdos V;FBasic;Secret Rare
BRS;183;Galarian Moltres V;DBasic;Secret Rare
BRS;184;Arceus VSTAR;CVSTAR;Secret Rare
BRS;185;Magma Basin;Stadium;Secret Rare
BRS;186;Ultra Ball;Item;Secret Rare
BRS;D;Darkness Energy;Basic Energy;
BRS;F;Fighting Energy;Basic Energy;
BRS;G;Grass Energy;Basic Energy;
BRS;L;Lightning Energy;Basic Energy;
BRS;M;Metal Energy;Basic Energy;
BRS;P;Psychic Energy;Basic Energy;
BRS;R;Fire Energy;Basic Energy;
BRS;TG1;Flareon;RStage 1;Character Holo Rare
BRS;TG10;Houndoom;DStage 1;Character Holo Rare
BRS;TG11;Eevee;CBasic;Character Holo Rare
BRS;TG12;Oranguru;CBasic;Character Holo Rare
BRS;TG13;Boltund V;LBasic;Character Super Rare
BRS;TG14;Sylveon V;PBasic;Character Super Rare
BRS;TG15;Sylveon VMAX;PVMAX;Character Super Rare
BRS;TG16;Mimikyu V;PBasic;Character Super Rare
BRS;TG17;Mimikyu VMAX;PVMAX;Character Super Rare
BRS;TG18;Single Strike Urshifu V;FBasic;Character Super Rare
BRS;TG19;Single Strike Urshifu VMAX;FVMAX;Character Super Rare
BRS;TG2;Vaporeon;WStage 1;Character Holo Rare
BRS;TG20;Rapid Strike Urshifu V;FBasic;Character Super Rare
BRS;TG21;Rapid Strike Urshifu VMAX;FVMAX;Character Super Rare
BRS;TG22;Umbreon V;DBasic;Character Super Rare
BRS;TG23;Umbreon VMAX;DVMAX;Character Super Rare
BRS;TG24;Acerola's Premonition;Supporter;Ultra Rare
BRS;TG25;Café Master;Supporter;Ultra Rare
BRS;TG26;Gloria;Supporter;Ultra Rare
BRS;TG27;Rapid Strike Style Mustard;Supporter;Ultra Rare
BRS;TG28;Single Strike Style Mustard;Supporter;Ultra Rare
BRS;TG29;Single Strike Urshifu VMAX;FVMAX;Secret Rare
BRS;TG3;Octillery;WStage 1;Character Holo Rare
BRS;TG30;Rapid Strike Urshifu VMAX;FVMAX;Secret Rare
BRS;TG4;Jolteon;LStage 1;Character Holo Rare
BRS;TG5;Zekrom;LBasic;Character Holo Rare
BRS;TG6;Dusknoir;PStage 2;Character Holo Rare
BRS;TG7;Dedenne;PBasic;Character Holo Rare
BRS;TG8;Alcremie;PStage 1;Character Holo Rare
BRS;TG9;Ariados;DStage 1;Character Holo Rare
BRS;W;Water Energy;Basic Energy;
ASR;1;Beedrill V;GBasic;Double Rare
ASR;2;Hisuian Voltorb;GBasic;Common
ASR;3;Hisuian Electrode;GStage 1;Uncommon
ASR;4;Scyther;GBasic;Common
ASR;5;Scyther;GBasic;Common
ASR;6;Yanma;GBasic;Common
ASR;7;Yanmega;GStage 1;Uncommon
ASR;8;Heracross;GBasic;Common
ASR;9;Kricketot;GBasic;Common
ASR;10;Kricketune;GStage 1;Uncommon
ASR;11;Combee;GBasic;Common
ASR;12;Vespiquen;GStage 1;Rare
ASR;13;Leafeon;GStage 1;Rare
ASR;14;Shaymin;GBasic;Rare
ASR;15;Petilil;GBasic;Common
ASR;16;Hisuian Lilligant;GStage 1;Holo Rare
ASR;17;Hisuian Lilligant V;GBasic;Double Rare
ASR;18;Hisuian Lilligant VSTAR;GVSTAR;Triple Rare
ASR;19;Rowlet;GBasic;Common
ASR;20;Dartrix;GStage 1;Uncommon
ASR;21;Ponyta;RBasic;Common
ASR;22;Rapidash;RStage 1;Rare
ASR;23;Cyndaquil;RBasic;Common
ASR;24;Quilava;RStage 1;Uncommon
ASR;25;Heatran V;RBasic;Double Rare
ASR;26;Heatran VMAX;RVMAX;Triple Rare
ASR;27;Radiant Heatran;RBasic;Radiant Rare
ASR;28;Psyduck;WBasic;Common
ASR;29;Golduck;WStage 1;Uncommon
ASR;30;Starmie V;WBasic;Double Rare
ASR;31;Swinub;WBasic;Common
ASR;32;Piloswine;WStage 1;Uncommon
ASR;33;Mamoswine;WStage 2;Rare
ASR;34;Mantine;WBasic;Common
ASR;35;Barboach;WBasic;Common
ASR;36;Whiscash;WStage 1;Uncommon
ASR;37;Regice;WBasic;Rare
ASR;38;Glaceon;WStage 1;Rare
ASR;39;Origin Forme Palkia V;WBasic;Double Rare
ASR;40;Origin Forme Palkia VSTAR;WVSTAR;Triple Rare
ASR;41;Oshawott;WBasic;Common
ASR;42;Dewott;WStage 1;Uncommon
ASR;43;Hisuian Basculin;WBasic;Common
ASR;44;Hisuian Basculegion;WStage 1;Rare
ASR;45;Keldeo;WBasic;Holo Rare
ASR;46;Radiant Greninja;WBasic;Radiant Rare
ASR;47;Bergmite;WBasic;Common
ASR;48;Hisuian Avalugg;WStage 1;Rare
ASR;49;Galarian Mr. Rime V;WBasic;Double Rare
ASR;50;Luxray V;LBasic;Double Rare
ASR;51;Regieleki;LBasic;Rare
ASR;52;Hisuian Typhlosion;PStage 2;Holo Rare
ASR;53;Hisuian Typhlosion V;PBasic;Double Rare
ASR;54;Hisuian Typhlosion VSTAR;PVSTAR;Triple Rare
ASR;55;Togepi;PBasic;Common
ASR;56;Togetic;PStage 1;Uncommon
ASR;57;Togekiss;PStage 2;Holo Rare
ASR;58;Misdreavus;PBasic;Common
ASR;59;Mismagius;PStage 1;Rare
ASR;60;Ralts;PBasic;Common
ASR;61;Kirlia;PStage 1;Uncommon
ASR;62;Gallade;PStage 2;Holo Rare
ASR;63;Drifloon;PBasic;Common
ASR;64;Drifblim;PStage 1;Uncommon
ASR;65;Uxie;PBasic;Uncommon
ASR;66;Mesprit;PBasic;Holo Rare
ASR;67;Azelf;PBasic;Uncommon
ASR;68;Diancie;PBasic;Holo Rare
ASR;69;Wyrdeer;PStage 1;Holo Rare
ASR;70;Hisuian Growlithe;FBasic;Common
ASR;71;Hisuian Arcanine;FStage 1;Rare
ASR;72;Machamp V;FBasic;Double Rare
ASR;73;Machamp VMAX;FVMAX;Triple Rare
ASR;74;Sudowoodo;FBasic;Common
ASR;75;Regirock;FBasic;Rare
ASR;76;Cranidos;FStage 1;Uncommon
ASR;77;Rampardos;FStage 2;Holo Rare
ASR;78;Lucario V;FBasic;Double Rare
ASR;79;Hippopotas;FBasic;Common
ASR;80;Hippowdon;FStage 1;Uncommon
ASR;81;Radiant Hawlucha;FBasic;Radiant Rare
ASR;82;Hisuian Decidueye;FStage 2;Holo Rare
ASR;83;Hisuian Decidueye V;FBasic;Double Rare
ASR;84;Hisuian Decidueye VSTAR;FVSTAR;Triple Rare
ASR;85;Kleavor;FStage 1;Rare
ASR;86;Kleavor;FStage 1;Holo Rare
ASR;87;Kleavor V;FBasic;Double Rare
ASR;88;Hisuian Qwilfish;DBasic;Common
ASR;89;Hisuian Qwilfish;DBasic;Common
ASR;90;Hisuian Overqwil;DStage 1;Uncommon
ASR;91;Hisuian Overqwil;DStage 1;Rare
ASR;92;Hisuian Sneasel;DBasic;Common
ASR;93;Hisuian Sneasler;DStage 1;Holo Rare
ASR;94;Hisuian Sneasler V;DBasic;Double Rare
ASR;95;Poochyena;DBasic;Common
ASR;96;Mightyena;DStage 1;Rare
ASR;97;Absol;DBasic;Holo Rare
ASR;98;Darkrai V;DBasic;Double Rare
