Set	No.	Code	Type	Rarity	USD	EUR	Result	Set Count	Hilfe	Type vereinfacht
EVS	182	Golurk V	PBasic	Ultra Rare	$19.40	19.61€	Golurk V EVS 182	119	Golurk V EVS	Pokémon
EVS	183	Sylveon V	PBasic	Ultra Rare	$21.91	19.49€	Sylveon V EVS 183	119	Sylveon V EVS	Pokémon
EVS	184	Sylveon V	PBasic	Ultra Rare	$114.90	116.13€	Sylveon V EVS 184	119	Sylveon V EVS	Pokémon
EVS	185	Medicham V	FBasic	Ultra Rare	$1.75	3.45€	Medicham V EVS 185	119	Medicham V EVS	Pokémon
EVS	186	Medicham V	FBasic	Ultra Rare	$14.65	16.72€	Medicham V EVS 186	119	Medicham V EVS	Pokémon
EVS	187	Lycanroc V	FBasic	Ultra Rare	$2.93	5.04€	Lycanroc V EVS 187	119	Lycanroc V EVS	Pokémon
EVS	188	Umbreon V	DBasic	Ultra Rare	$47.60	33.81€	Umbreon V EVS 188	119	Umbreon V EVS	Pokémon
EVS	189	Umbreon V	DBasic	Ultra Rare	$225.22	250.04€	Umbreon V EVS 189	119	Umbreon V EVS	Pokémon
EVS	190	Garbodor V	DBasic	Ultra Rare	$2.43	3.71€	Garbodor V EVS 190	119	Garbodor V EVS	Pokémon
EVS	191	Dragonite V	NBasic	Ultra Rare	$13.88	15.34€	Dragonite V EVS 191	119	Dragonite V EVS	Pokémon
EVS	192	Dragonite V	NBasic	Ultra Rare	$239.41	237.07€	Dragonite V EVS 192	119	Dragonite V EVS	Pokémon
EVS	193	Rayquaza V	NBasic	Ultra Rare	$22.10	22.07€	Rayquaza V EVS 193	119	Rayquaza V EVS	Pokémon
EVS	194	Rayquaza V	NBasic	Ultra Rare	$197.40	199.74€	Rayquaza V EVS 194	119	Rayquaza V EVS	Pokémon
EVS	195	Noivern V	NBasic	Ultra Rare	$3.21	4.63€	Noivern V EVS 195	119	Noivern V EVS	Pokémon
EVS	196	Noivern V	NBasic	Ultra Rare	$41.96	51.99€	Noivern V EVS 196	119	Noivern V EVS	Pokémon
EVS	197	Duraludon V	NBasic	Ultra Rare	$1.84	4.22€	Duraludon V EVS 197	119	Duraludon V EVS	Pokémon
EVS	198	Duraludon V	NBasic	Ultra Rare	$14.46	17.38€	Duraludon V EVS 198	119	Duraludon V EVS	Pokémon
EVS	199	Aroma Lady	Supporter	Ultra Rare	$10.96	15.13€	Aroma Lady EVS 199	119	Aroma Lady EVS	Supporter
EVS	200	Copycat	Supporter	Ultra Rare	$2.07	2.80€	Copycat EVS 200	119	Copycat EVS	Supporter
EVS	201	Gordie	Supporter	Ultra Rare	$1.60	3.37€	Gordie EVS 201	119	Gordie EVS	Supporter
EVS	202	Raihan	Supporter	Ultra Rare	$5.04	7.11€	Raihan EVS 202	119	Raihan EVS	Supporter
EVS	203	Zinnia's Resolve	Supporter	Ultra Rare	$4.94	5.80€	Zinnia's Resolve EVS 203	119	Zinnia's Resolve EVS	Supporter
EVS	204	Leafeon VMAX	GVMAX	Rainbow Rare	$26.71	26.56€	Leafeon VMAX EVS 204	119	Leafeon VMAX EVS	Pokémon
EVS	205	Leafeon VMAX	GVMAX	Secret Rare	$386.78	222.21€	Leafeon VMAX EVS 205	119	Leafeon VMAX EVS	Pokémon
EVS	206	Trevenant VMAX	GVMAX	Rainbow Rare	$6.55	6.49€	Trevenant VMAX EVS 206	119	Trevenant VMAX EVS	Pokémon
EVS	207	Gyarados VMAX	WVMAX	Rainbow Rare	$32.23	27.31€	Gyarados VMAX EVS 207	119	Gyarados VMAX EVS	Pokémon
EVS	208	Glaceon VMAX	WVMAX	Rainbow Rare	$24.39	23.48€	Glaceon VMAX EVS 208	119	Glaceon VMAX EVS	Pokémon
EVS	209	Glaceon VMAX	WVMAX	Secret Rare	$276.33	269.23€	Glaceon VMAX EVS 209	119	Glaceon VMAX EVS	Pokémon
EVS	210	Dracozolt VMAX	LVMAX	Rainbow Rare	$6.75	6.66€	Dracozolt VMAX EVS 210	119	Dracozolt VMAX EVS	Pokémon
EVS	211	Sylveon VMAX	PVMAX	Rainbow Rare	$38.23	29.77€	Sylveon VMAX EVS 211	119	Sylveon VMAX EVS	Pokémon
EVS	212	Sylveon VMAX	PVMAX	Secret Rare	$297.92	387.14€	Sylveon VMAX EVS 212	119	Sylveon VMAX EVS	Pokémon
EVS	213	Lycanroc VMAX	FVMAX	Rainbow Rare	$7.05	5.51€	Lycanroc VMAX EVS 213	119	Lycanroc VMAX EVS	Pokémon
EVS	214	Umbreon VMAX	DVMAX	Rainbow Rare	$51.80	52.86€	Umbreon VMAX EVS 214	119	Umbreon VMAX EVS	Pokémon
EVS	215	Umbreon VMAX	DVMAX	Secret Rare	$1,376.65	1,152.89€	Umbreon VMAX EVS 215	119	Umbreon VMAX EVS	Pokémon
EVS	216	Garbodor VMAX	DVMAX	Rainbow Rare	$6.37	5.35€	Garbodor VMAX EVS 216	119	Garbodor VMAX EVS	Pokémon
EVS	217	Rayquaza VMAX	NVMAX	Rainbow Rare	$47.17	31.28€	Rayquaza VMAX EVS 217	119	Rayquaza VMAX EVS	Pokémon
EVS	218	Rayquaza VMAX	NVMAX	Secret Rare	$672.41	468.32€	Rayquaza VMAX EVS 218	119	Rayquaza VMAX EVS	Pokémon
EVS	219	Duraludon VMAX	NVMAX	Rainbow Rare	$7.51	7.99€	Duraludon VMAX EVS 219	119	Duraludon VMAX EVS	Pokémon
EVS	220	Duraludon VMAX	NVMAX	Secret Rare	$17.22	29.73€	Duraludon VMAX EVS 220	119	Duraludon VMAX EVS	Pokémon
EVS	221	Aroma Lady	Supporter	Rainbow Rare	$4.84	8.95€	Aroma Lady EVS 221	119	Aroma Lady EVS	Supporter
EVS	222	Copycat	Supporter	Rainbow Rare	$3.87	5.15€	Copycat EVS 222	119	Copycat EVS	Supporter
EVS	223	Gordie	Supporter	Rainbow Rare	$2.65	3.84€	Gordie EVS 223	119	Gordie EVS	Supporter
EVS	224	Raihan	Supporter	Rainbow Rare	$4.55	5.44€	Raihan EVS 224	119	Raihan EVS	Supporter
EVS	225	Zinnia's Resolve	Supporter	Rainbow Rare	$5.13	6.55€	Zinnia's Resolve EVS 225	119	Zinnia's Resolve EVS	Supporter
EVS	226	Froslass	WStage 1	Secret Rare	$5.81	8.09€	Froslass EVS 226	119	Froslass EVS	Pokémon
EVS	227	Inteleon	WStage 2	Secret Rare	$7.21	11.29€	Inteleon EVS 227	119	Inteleon EVS	Pokémon
EVS	228	Cresselia	PBasic	Secret Rare	$10.18	14.71€	Cresselia EVS 228	119	Cresselia EVS	Pokémon
EVS	229	Boost Shake	Item	Secret Rare	$2.26	4.68€	Boost Shake EVS 229	119	Boost Shake EVS	Item
EVS	230	Crystal Cave	Stadium	Secret Rare	$3.42	5.71€	Crystal Cave EVS 230	119	Crystal Cave EVS	Stadium
EVS	231	Full Face Guard	Tool	Secret Rare	$2.58	3.99€	Full Face Guard EVS 231	119	Full Face Guard EVS	Tool
EVS	232	Stormy Mountains	Stadium	Secret Rare	$4.43	5.01€	Stormy Mountains EVS 232	119	Stormy Mountains EVS	Stadium
EVS	233	Toy Catcher	Item	Secret Rare	$2.74	4.35€	Toy Catcher EVS 233	119	Toy Catcher EVS	Item
EVS	234	Turffield Stadium	Stadium	Secret Rare	$3.75	5.85€	Turffield Stadium EVS 234	119	Turffield Stadium EVS	Stadium
EVS	235	Lightning Energy	Basic Energy	Secret Rare	$10.68	10.07€	Lightning Energy EVS 235	119	Lightning Energy EVS	Basic Energy
EVS	236	Darkness Energy	Basic Energy	Secret Rare	$27.87	19.48€	Darkness Energy EVS 236	119	Darkness Energy EVS	Basic Energy
EVS	237	Metal Energy	Basic Energy	Secret Rare	$14.18	12.35€	Metal Energy EVS 237	119	Metal Energy EVS	Basic Energy
CEL	1	Ho-Oh	RBasic	Rare	$0.21	0.07€	Ho-Oh CEL 1	120	Ho-Oh CEL	Pokémon
CEL	2	Reshiram	RBasic	Rare	$0.22	0.11€	Reshiram CEL 2	120	Reshiram CEL	Pokémon
CEL	3	Kyogre	WBasic	Rare	$0.19	0.10€	Kyogre CEL 3	120	Kyogre CEL	Pokémon
CEL	4	Palkia	WBasic	Rare	$0.13	0.08€	Palkia CEL 4	120	Palkia CEL	Pokémon
CEL	5	Pikachu	LBasic	Holo Rare	$4.77	3.97€	Pikachu CEL 5	120	Pikachu CEL	Pokémon
CEL	6	Flying Pikachu V	LBasic	Double Rare	$1.60	1.43€	Flying Pikachu V CEL 6	120	Flying Pikachu V CEL	Pokémon
CEL	7	Flying Pikachu VMAX	LVMAX	Triple Rare	$4.40	3.37€	Flying Pikachu VMAX CEL 7	120	Flying Pikachu VMAX CEL	Pokémon
CEL	8	Surfing Pikachu V	LBasic	Double Rare	$1.97	1.55€	Surfing Pikachu V CEL 8	120	Surfing Pikachu V CEL	Pokémon
CEL	9	Surfing Pikachu VMAX	LVMAX	Triple Rare	$4.17	3.18€	Surfing Pikachu VMAX CEL 9	120	Surfing Pikachu VMAX CEL	Pokémon
CEL	10	Zekrom	LBasic	Rare	$0.21	0.11€	Zekrom CEL 10	120	Zekrom CEL	Pokémon
CEL	11	Mew	PBasic	Holo Rare	$0.80	0.54€	Mew CEL 11	120	Mew CEL	Pokémon
CEL	12	Xerneas	PBasic	Rare	$0.20	0.08€	Xerneas CEL 12	120	Xerneas CEL	Pokémon
CEL	13	Cosmog	PBasic	Rare	$0.23	0.09€	Cosmog CEL 13	120	Cosmog CEL	Pokémon
CEL	14	Cosmoem	PStage 1	Rare	$0.16	0.12€	Cosmoem CEL 14	120	Cosmoem CEL	Pokémon
CEL	15	Lunala	PStage 2	Holo Rare	$0.20	0.17€	Lunala CEL 15	120	Lunala CEL	Pokémon
CEL	16	Zacian V	PBasic	Double Rare	$0.63	0.69€	Zacian V CEL 16	120	Zacian V CEL	Pokémon
CEL	17	Groudon	FBasic	Rare	$0.19	0.10€	Groudon CEL 17	120	Groudon CEL	Pokémon
CEL	18	Zamazenta V	FBasic	Double Rare	$0.61	0.60€	Zamazenta V CEL 18	120	Zamazenta V CEL	Pokémon
CEL	19	Yveltal	DBasic	Rare	$0.14	0.10€	Yveltal CEL 19	120	Yveltal CEL	Pokémon
CEL	20	Dialga	MBasic	Rare	$0.17	0.06€	Dialga CEL 20	120	Dialga CEL	Pokémon
CEL	21	Solgaleo	MStage 2	Holo Rare	$0.23	0.11€	Solgaleo CEL 21	120	Solgaleo CEL	Pokémon
CEL	22	Lugia	CBasic	Rare	$0.26	0.09€	Lugia CEL 22	120	Lugia CEL	Pokémon
CEL	23	Professor's Research	Supporter	Holo Rare	$0.26	0.14€	Professor's Research CEL 23	120	Professor's Research CEL	Supporter
CEL	24	Professor's Research	Supporter	Ultra Rare	$1.32	1.47€	Professor's Research CEL 24	120	Professor's Research CEL	Supporter
CEL	25	Mew	PBasic	Secret Rare	$34.48	46.46€	Mew CEL 25	120	Mew CEL	Pokémon
CEL	CC1	Blastoise	WStage 2		$9.16	12.95€	Blastoise CEL CC1	120	Blastoise CEL	Pokémon
CEL	CC10	Shining Magikarp	WBasic		$25.03	34.47€	Shining Magikarp CEL CC10	120	Shining Magikarp CEL	Pokémon
CEL	CC11	Team Magma's Groudon	FDBasic		$0.78	0.64€	Team Magma's Groudon CEL CC11	120	Team Magma's Groudon CEL	Pokémon
CEL	CC12	Rocket's Admin.	Supporter		$0.33	1.18€	Rocket's Admin. CEL CC12	120	Rocket's Admin. CEL	Supporter
CEL	CC13	Mew ex	PBasic		$7.30	8.20€	Mew ex CEL CC13	120	Mew ex CEL	Pokémon
CEL	CC14	Gardevoir ex	RStage 2		$4.81	7.64€	Gardevoir ex CEL CC14	120	Gardevoir ex CEL	Pokémon
CEL	CC15	Umbreon Star	DBasic		$62.40	103.56€	Umbreon Star CEL CC15	120	Umbreon Star CEL	Pokémon
CEL	CC16	Claydol	FStage 1		$0.28	0.52€	Claydol CEL CC16	120	Claydol CEL	Pokémon
CEL	CC17	Luxray GL LV.X	LLevel Up		$2.12	3.01€	Luxray GL LV.X CEL CC17	120	Luxray GL LV.X CEL	Pokémon
CEL	CC18	Garchomp C LV.X	CLevel Up		$3.28	6.00€	Garchomp C LV.X CEL CC18	120	Garchomp C LV.X CEL	Pokémon
CEL	CC19	Donphan	FStage 1		$0.66	1.81€	Donphan CEL CC19	120	Donphan CEL	Pokémon
CEL	CC2	Charizard	RStage 2		$99.69	122.11€	Charizard CEL CC2	120	Charizard CEL	Pokémon
CEL	CC20	Reshiram	RBasic		$15.20	16.93€	Reshiram CEL CC20	120	Reshiram CEL	Pokémon
CEL	CC21	Zekrom	LBasic		$17.12	17.66€	Zekrom CEL CC21	120	Zekrom CEL	Pokémon
CEL	CC22	Mewtwo-EX	PBasic		$7.75	10.23€	Mewtwo-EX CEL CC22	120	Mewtwo-EX CEL	Pokémon
CEL	CC23	Xerneas-EX	YBasic		$3.07	5.79€	Xerneas-EX CEL CC23	120	Xerneas-EX CEL	Pokémon
CEL	CC24	M Rayquaza-EX	CMega Evolution		$37.91	27.47€	M Rayquaza-EX CEL CC24	120	M Rayquaza-EX CEL	Pokémon
CEL	CC25	Tapu Lele-GX	PBasic		$3.03	4.51€	Tapu Lele-GX CEL CC25	120	Tapu Lele-GX CEL	Pokémon
CEL	CC3	Venusaur	GStage 2		$7.00	10.33€	Venusaur CEL CC3	120	Venusaur CEL	Pokémon
CEL	CC4	Imposter Professor Oak	Item		$0.28	0.46€	Imposter Professor Oak CEL CC4	120	Imposter Professor Oak CEL	Item
CEL	CC5	Dark Gyarados	WStage 1		$2.45	3.18€	Dark Gyarados CEL CC5	120	Dark Gyarados CEL	Pokémon
CEL	CC6	Here Comes Team Rocket!	Supporter		$0.66	1.49€	Here Comes Team Rocket! CEL CC6	120	Here Comes Team Rocket! CEL	Supporter
CEL	CC7	Rocket's Zapdos	LBasic		$1.52	2.53€	Rocket's Zapdos CEL CC7	120	Rocket's Zapdos CEL	Pokémon
CEL	CC8	_____'s Pikachu	LBasic		$18.84	20.31€	_____'s Pikachu CEL CC8	120	_____'s Pikachu CEL	Pokémon
CEL	CC9	Cleffa	CBasic		$0.82	1.30€	Cleffa CEL CC9	120	Cleffa CEL	Pokémon
FST	1	Caterpie	GBasic	Common	$0.07	0.04€	Caterpie FST 1	121	Caterpie FST	Pokémon
FST	2	Metapod	GStage 1	Uncommon	$0.07	0.03€	Metapod FST 2	121	Metapod FST	Pokémon
FST	3	Butterfree	GStage 2	Holo Rare	$0.18	0.25€	Butterfree FST 3	121	Butterfree FST	Pokémon
FST	4	Shroomish	GBasic	Common	$0.08	0.04€	Shroomish FST 4	121	Shroomish FST	Pokémon
FST	5	Breloom	GStage 1	Uncommon	$0.08	0.07€	Breloom FST 5	121	Breloom FST	Pokémon
FST	6	Breloom V	GBasic	Double Rare	$0.63	1.08€	Breloom V FST 6	121	Breloom V FST	Pokémon
FST	7	Pansage	GBasic	Common	$0.05	0.02€	Pansage FST 7	121	Pansage FST	Pokémon
FST	8	Simisage	GStage 1	Uncommon	$0.06	0.05€	Simisage FST 8	121	Simisage FST	Pokémon
FST	9	Sewaddle	GBasic	Common	$0.08	0.04€	Sewaddle FST 9	121	Sewaddle FST	Pokémon
FST	10	Swadloon	GStage 1	Uncommon	$0.10	0.03€	Swadloon FST 10	121	Swadloon FST	Pokémon
FST	11	Leavanny	GStage 2	Rare	$0.19	0.16€	Leavanny FST 11	121	Leavanny FST	Pokémon
FST	12	Maractus	GBasic	Rare	$0.09	0.11€	Maractus FST 12	121	Maractus FST	Pokémon
FST	13	Shelmet	GBasic	Common	$0.05	0.03€	Shelmet FST 13	121	Shelmet FST	Pokémon
FST	14	Accelgor	GStage 1	Rare	$0.10	0.06€	Accelgor FST 14	121	Accelgor FST	Pokémon
FST	15	Virizion	GBasic	Rare	$0.11	0.11€	Virizion FST 15	121	Virizion FST	Pokémon
FST	16	Phantump	GBasic	Common	$0.06	0.04€	Phantump FST 16	121	Phantump FST	Pokémon
FST	17	Trevenant	GStage 1	Uncommon	$0.08	0.05€	Trevenant FST 17	121	Trevenant FST	Pokémon
FST	18	Grubbin	GBasic	Common	$0.10	0.05€	Grubbin FST 18	121	Grubbin FST	Pokémon
FST	19	Dewpider	GBasic	Common	$0.07	0.03€	Dewpider FST 19	121	Dewpider FST	Pokémon
FST	20	Araquanid	GStage 1	Rare	$0.11	0.14€	Araquanid FST 20	121	Araquanid FST	Pokémon
FST	21	Tsareena V	GBasic	Double Rare	$0.61	0.79€	Tsareena V FST 21	121	Tsareena V FST	Pokémon
FST	22	Rillaboom V	GBasic	Double Rare	$0.54	0.78€	Rillaboom V FST 22	121	Rillaboom V FST	Pokémon
FST	23	Rillaboom VMAX	GVMAX	Triple Rare	$1.60	1.37€	Rillaboom VMAX FST 23	121	Rillaboom VMAX FST	Pokémon
FST	24	Gossifleur	GBasic	Common	$0.05	0.03€	Gossifleur FST 24	121	Gossifleur FST	Pokémon
FST	25	Eldegoss	GStage 1	Uncommon	$0.07	0.03€	Eldegoss FST 25	121	Eldegoss FST	Pokémon
FST	26	Appletun V	GBasic	Double Rare	$0.67	0.94€	Appletun V FST 26	121	Appletun V FST	Pokémon
FST	27	Zarude	GBasic	Uncommon	$0.07	0.06€	Zarude FST 27	121	Zarude FST	Pokémon
FST	28	Vulpix	RBasic	Common	$0.11	0.10€	Vulpix FST 28	121	Vulpix FST	Pokémon
FST	29	Vulpix	RBasic	Common	$0.11	0.04€	Vulpix FST 29	121	Vulpix FST	Pokémon
FST	30	Ninetales	RStage 1	Uncommon	$0.13	0.10€	Ninetales FST 30	121	Ninetales FST	Pokémon
FST	31	Ninetales	RStage 1	Uncommon	$0.19	0.19€	Ninetales FST 31	121	Ninetales FST	Pokémon
FST	32	Growlithe	RBasic	Common	$0.10	0.04€	Growlithe FST 32	121	Growlithe FST	Pokémon
FST	33	Arcanine	RStage 1	Rare	$0.25	0.20€	Arcanine FST 33	121	Arcanine FST	Pokémon
FST	34	Slugma	RBasic	Common	$0.06	0.03€	Slugma FST 34	121	Slugma FST	Pokémon
FST	35	Magcargo	RStage 1	Uncommon	$0.07	0.03€	Magcargo FST 35	121	Magcargo FST	Pokémon
FST	36	Victini	RBasic	Uncommon	$0.11	0.07€	Victini FST 36	121	Victini FST	Pokémon
FST	37	Pansear	RBasic	Common	$0.05	0.04€	Pansear FST 37	121	Pansear FST	Pokémon
FST	38	Simisear	RStage 1	Uncommon	$0.10	0.06€	Simisear FST 38	121	Simisear FST	Pokémon
FST	39	Chandelure V	RBasic	Double Rare	$0.66	0.60€	Chandelure V FST 39	121	Chandelure V FST	Pokémon
FST	40	Chandelure VMAX	RVMAX	Triple Rare	$1.60	2.01€	Chandelure VMAX FST 40	121	Chandelure VMAX FST	Pokémon
FST	41	Heatmor	RBasic	Uncommon	$0.11	0.07€	Heatmor FST 41	121	Heatmor FST	Pokémon
FST	42	Oricorio	RBasic	Rare	$0.10	0.09€	Oricorio FST 42	121	Oricorio FST	Pokémon
FST	43	Cinderace V	RBasic	Double Rare	$0.54	1.06€	Cinderace V FST 43	121	Cinderace V FST	Pokémon
FST	44	Cinderace V	RBasic	Double Rare	$0.55	0.89€	Cinderace V FST 44	121	Cinderace V FST	Pokémon
FST	45	Cinderace VMAX	RVMAX	Triple Rare	$1.77	2.17€	Cinderace VMAX FST 45	121	Cinderace VMAX FST	Pokémon
FST	46	Sizzlipede	RBasic	Common	$0.08	0.04€	Sizzlipede FST 46	121	Sizzlipede FST	Pokémon
FST	47	Sizzlipede	RBasic	Common	$0.05	0.04€	Sizzlipede FST 47	121	Sizzlipede FST	Pokémon
FST	48	Centiskorch	RStage 1	Rare	$0.09	0.08€	Centiskorch FST 48	121	Centiskorch FST	Pokémon
FST	49	Centiskorch	RStage 1	Uncommon	$0.06	0.06€	Centiskorch FST 49	121	Centiskorch FST	Pokémon
FST	50	Shellder	WBasic	Common	$0.06	0.04€	Shellder FST 50	121	Shellder FST	Pokémon
FST	51	Cloyster	WStage 1	Rare	$0.14	0.20€	Cloyster FST 51	121	Cloyster FST	Pokémon
FST	52	Staryu	WBasic	Common	$0.06	0.07€	Staryu FST 52	121	Staryu FST	Pokémon
FST	53	Starmie	WStage 1	Holo Rare	$0.21	0.15€	Starmie FST 53	121	Starmie FST	Pokémon
FST	54	Lapras	WBasic	Uncommon	$0.12	0.14€	Lapras FST 54	121	Lapras FST	Pokémon
FST	55	Totodile	WBasic	Common	$0.09	0.06€	Totodile FST 55	121	Totodile FST	Pokémon
FST	56	Croconaw	WStage 1	Uncommon	$0.11	0.05€	Croconaw FST 56	121	Croconaw FST	Pokémon
FST	57	Feraligatr	WStage 2	Holo Rare	$0.21	0.16€	Feraligatr FST 57	121	Feraligatr FST	Pokémon
FST	58	Marill	WBasic	Common	$0.13	0.07€	Marill FST 58	121	Marill FST	Pokémon
FST	59	Azumarill	WStage 1	Rare	$0.13	0.11€	Azumarill FST 59	121	Azumarill FST	Pokémon
FST	60	Qwilfish	WBasic	Common	$0.05	0.03€	Qwilfish FST 60	121	Qwilfish FST	Pokémon
FST	61	Mantine	WBasic	Common	$0.10	0.04€	Mantine FST 61	121	Mantine FST	Pokémon
FST	62	Mudkip	WBasic	Common	$0.12	0.05€	Mudkip FST 62	121	Mudkip FST	Pokémon
FST	63	Marshtomp	WStage 1	Uncommon	$0.16	0.11€	Marshtomp FST 63	121	Marshtomp FST	Pokémon
FST	64	Swampert	WStage 2	Holo Rare	$0.25	0.28€	Swampert FST 64	121	Swampert FST	Pokémon
FST	65	Clamperl	WBasic	Common	$0.11	0.06€	Clamperl FST 65	121	Clamperl FST	Pokémon
FST	66	Huntail	WStage 1	Rare	$0.14	0.15€	Huntail FST 66	121	Huntail FST	Pokémon
FST	67	Gorebyss	WStage 1	Rare	$0.12	0.16€	Gorebyss FST 67	121	Gorebyss FST	Pokémon
FST	68	Panpour	WBasic	Common	$0.05	0.03€	Panpour FST 68	121	Panpour FST	Pokémon
FST	69	Simipour	WStage 1	Uncommon	$0.08	0.04€	Simipour FST 69	121	Simipour FST	Pokémon
FST	70	Basculin	WBasic	Common	$0.08	0.05€	Basculin FST 70	121	Basculin FST	Pokémon
FST	71	Galarian Darumaka	WBasic	Common	$0.06	0.03€	Galarian Darumaka FST 71	121	Galarian Darumaka FST	Pokémon
FST	72	Galarian Darmanitan	WStage 1	Uncommon	$0.07	0.07€	Galarian Darmanitan FST 72	121	Galarian Darmanitan FST	Pokémon
FST	73	Greninja V	WBasic	Double Rare	$1.13	1.24€	Greninja V FST 73	121	Greninja V FST	Pokémon
FST	74	Clauncher	WBasic	Common	$0.07	0.05€	Clauncher FST 74	121	Clauncher FST	Pokémon
FST	75	Clawitzer	WStage 1	Uncommon	$0.09	0.08€	Clawitzer FST 75	121	Clawitzer FST	Pokémon
FST	76	Crabominable V	WBasic	Double Rare	$0.54	0.87€	Crabominable V FST 76	121	Crabominable V FST	Pokémon
FST	77	Pyukumuku	WBasic	Uncommon	$0.10	0.04€	Pyukumuku FST 77	121	Pyukumuku FST	Pokémon
FST	78	Inteleon V	WBasic	Double Rare	$0.65	0.90€	Inteleon V FST 78	121	Inteleon V FST	Pokémon
FST	79	Inteleon VMAX	WVMAX	Triple Rare	$1.52	1.83€	Inteleon VMAX FST 79	121	Inteleon VMAX FST	Pokémon
FST	80	Chewtle	WBasic	Common	$0.06	0.04€	Chewtle FST 80	121	Chewtle FST	Pokémon
FST	81	Drednaw	WStage 1	Uncommon	$0.09	0.06€	Drednaw FST 81	121	Drednaw FST	Pokémon
FST	82	Arrokuda	WBasic	Common	$0.06	0.03€	Arrokuda FST 82	121	Arrokuda FST	Pokémon
FST	83	Barraskewda	WStage 1	Uncommon	$0.10	0.07€	Barraskewda FST 83	121	Barraskewda FST	Pokémon
FST	84	Snom	WBasic	Common	$0.14	0.05€	Snom FST 84	121	Snom FST	Pokémon
FST	85	Frosmoth	WStage 1	Uncommon	$0.05	0.04€	Frosmoth FST 85	121	Frosmoth FST	Pokémon
FST	86	Pikachu V	LBasic	Double Rare	$1.22	1.65€	Pikachu V FST 86	121	Pikachu V FST	Pokémon
FST	87	Voltorb	LBasic	Common	$0.09	0.04€	Voltorb FST 87	121	Voltorb FST	Pokémon
FST	88	Electrode	LStage 1	Rare	$0.10	0.07€	Electrode FST 88	121	Electrode FST	Pokémon
FST	89	Plusle	LBasic	Common	$0.11	0.03€	Plusle FST 89	121	Plusle FST	Pokémon
FST	90	Minun	LBasic	Common	$0.15	0.04€	Minun FST 90	121	Minun FST	Pokémon
FST	91	Shinx	LBasic	Common	$0.06	0.02€	Shinx FST 91	121	Shinx FST	Pokémon
FST	92	Luxio	LStage 1	Uncommon	$0.09	0.06€	Luxio FST 92	121	Luxio FST	Pokémon
FST	93	Luxray	LStage 2	Rare	$0.14	0.08€	Luxray FST 93	121	Luxray FST	Pokémon
FST	94	Rotom	LBasic	Common	$0.08	0.06€	Rotom FST 94	121	Rotom FST	Pokémon
FST	95	Tynamo	LBasic	Common	$0.09	0.04€	Tynamo FST 95	121	Tynamo FST	Pokémon
FST	96	Eelektrik	LStage 1	Uncommon	$0.05	0.05€	Eelektrik FST 96	121	Eelektrik FST	Pokémon
FST	97	Eelektross	LStage 2	Rare	$0.10	0.11€	Eelektross FST 97	121	Eelektross FST	Pokémon
FST	98	Helioptile	LBasic	Common	$0.09	0.04€	Helioptile FST 98	121	Helioptile FST	Pokémon
FST	99	Heliolisk	LStage 1	Uncommon	$0.05	0.08€	Heliolisk FST 99	121	Heliolisk FST	Pokémon
FST	100	Charjabug	LStage 1	Uncommon	$0.08	0.07€	Charjabug FST 100	121	Charjabug FST	Pokémon
FST	101	Vikavolt	LStage 2	Rare	$0.12	0.11€	Vikavolt FST 101	121	Vikavolt FST	Pokémon
FST	102	Zeraora	LBasic	Rare	$0.10	0.20€	Zeraora FST 102	121	Zeraora FST	Pokémon
FST	103	Boltund V	LBasic	Double Rare	$0.53	0.69€	Boltund V FST 103	121	Boltund V FST	Pokémon
FST	104	Boltund VMAX	LVMAX	Triple Rare	$1.45	0.98€	Boltund VMAX FST 104	121	Boltund VMAX FST	Pokémon
FST	105	Toxel	LBasic	Common	$0.10	0.05€	Toxel FST 105	121	Toxel FST	Pokémon
FST	106	Toxel	LBasic	Common	$0.06	0.04€	Toxel FST 106	121	Toxel FST	Pokémon
FST	107	Toxtricity	LStage 1	Holo Rare	$0.16	0.31€	Toxtricity FST 107	121	Toxtricity FST	Pokémon
FST	108	Toxtricity	LStage 1	Holo Rare	$0.17	0.31€	Toxtricity FST 108	121	Toxtricity FST	Pokémon
FST	109	Morpeko	LBasic	Common	$0.10	0.05€	Morpeko FST 109	121	Morpeko FST	Pokémon
FST	110	Jigglypuff	PBasic	Common	$0.13	0.05€	Jigglypuff FST 110	121	Jigglypuff FST	Pokémon
FST	111	Wigglytuff	PStage 1	Uncommon	$0.17	0.08€	Wigglytuff FST 111	121	Wigglytuff FST	Pokémon
FST	112	Jynx	PBasic	Common	$0.10	0.06€	Jynx FST 112	121	Jynx FST	Pokémon
FST	113	Mew V	PBasic	Double Rare	$1.58	1.39€	Mew V FST 113	121	Mew V FST	Pokémon
FST	114	Mew VMAX	PVMAX	Triple Rare	$6.14	4.12€	Mew VMAX FST 114	121	Mew VMAX FST	Pokémon
FST	115	Snubbull	PBasic	Common	$0.07	0.05€	Snubbull FST 115	121	Snubbull FST	Pokémon
FST	116	Granbull	PStage 1	Rare	$0.08	0.13€	Granbull FST 116	121	Granbull FST	Pokémon
FST	117	Galarian Corsola	PBasic	Common	$0.10	0.06€	Galarian Corsola FST 117	121	Galarian Corsola FST	Pokémon
FST	118	Galarian Cursola	PStage 1	Rare	$0.15	0.15€	Galarian Cursola FST 118	121	Galarian Cursola FST	Pokémon
